Nothing	ID	Sentiment	Tweet	Time
NA	1629	positive	RT @MeashaBG: When asked by #CBCArts which black icon influenced me the most, I said my Dad.He's kinda awesome… http://t.co/lE0apsjqM4	Mon Feb 02 18:57:10 +0000 2015
NA	1630	positive	An Extraordinary Studio Artist in a Post-Studio Era http://t.co/YpKvzhr9IP via @hyperallergic	Mon Feb 02 04:26:14 +0000 2015
NA	1631	neutral	remember the 'Hollywood' in all movies. be very careful forming opinion from viewing one perspective http://t.co/qfkrvBaC6Y #AmericanSniper	Mon Feb 02 04:18:04 +0000 2015
NA	1632	positive	lol... RT @AwkwardComedy: One of the best transformations I've seen http://t.co/PILRohU0Pz	Mon Feb 02 03:57:28 +0000 2015
NA	1633	neutral	RT @RossGalbraith: My kind of office: “@VeryOldPics: Einstein's office ,photographed on the day of his death, April 18, 1955. http://t.co/j…	Mon Feb 02 02:02:47 +0000 2015
NA	1634	positive	RT @MichaelMickD: @TracyLee1  before the bluegrass singing on Letterman:) "@RockNRollPics: David Lee Roth and Eddie Van Halen. http://t.co/…	Sun Feb 01 23:26:33 +0000 2015
NA	1635	positive	@MichaelMickD @RockNRollPics wayyy before.. this will always be DLR to me :)	Sun Feb 01 23:25:17 +0000 2015
NA	1636	positive	great to see all of the talk wasn't just talk :)) #BellLetsTalk http://t.co/yvOSTHS59A	Sun Feb 01 03:04:18 +0000 2015
NA	1637	positive	RT @SimonSaysLife: Solitude &amp; silence are important for your creative flow.	Sat Jan 31 11:45:24 +0000 2015
NA	1638	positive	This Dad Has Been Covering His Arm In Tattoos Of His Son’s Doodles - The Result Is Gorgeous http://t.co/gMweKsCJX7 via @broderick @buzzfeed	Sat Jan 31 00:17:15 +0000 2015
NA	1639	positive	RT @CTVNews: Twitter still bigger than Instagram, but Facebook still the most popular http://t.co/UU0T7dQvsc http://t.co/WFkhyKyL0u	Fri Jan 30 13:32:22 +0000 2015
NA	1640	negative	i STILL can't figure this out! infinite chocolate trick ... http://t.co/H2g1uwAANt via	Thu Jan 29 04:45:12 +0000 2015
NA	1641	neutral	RT @lNVENTlONS: In Which Direction Are They Turning http://t.co/Ofuj1N4TVA	Thu Jan 29 04:37:19 +0000 2015
NA	1642	negative	real men don't use straws	Thu Jan 29 03:21:13 +0000 2015
NA	1643	positive	RT @shannonmagee: #BellLetsTalk is a beautiful thing; awareness is the most important step towards change	Thu Jan 29 03:16:59 +0000 2015
NA	1644	positive	RT @mental_floss: A Handy Guide for Using the Oxford Comma — http://t.co/eyRg7sKPAL http://t.co/c5LChgFcOa	Wed Jan 28 19:58:07 +0000 2015
NA	1645	positive	COOLEST!! NYC Subways in the 70's and 80's http://t.co/sze22YmHmy via @imgur	Wed Jan 28 19:30:09 +0000 2015
NA	1646	positive	@boyceonteck with good companions, you can enjoy anywhere :)	Wed Jan 28 19:22:24 +0000 2015
NA	1647	positive	these are always so great. this one, in particular, is really well done! http://t.co/PbdAqlWAsq	Wed Jan 28 15:38:17 +0000 2015
NA	1648	neutral	get in line	Wed Jan 28 13:28:06 +0000 2015
NA	1649	negative	RT @OutflowMinistry: Men facing multiple mental illnesses and addictions regularly access our emergency homeless shelter. #BellLetsTalk	Wed Jan 28 11:39:51 +0000 2015
NA	1650	positive	A Gentle Awakening - https://t.co/p2Ki6TJccK @jdmcphersonjr	Wed Jan 28 00:23:23 +0000 2015
NA	1651	neutral	@GEPerky ..forgot to tag you in this ...Teacher and High School Students Dance to 'Uptown Funk' http://t.co/nYtpLh73Z3 :))	Tue Jan 27 20:02:00 +0000 2015
NA	1652	neutral	RT @oldpicsarchive: Man in the tree. Ca. 1900 http://t.co/sj3AkGVq8U	Tue Jan 27 19:45:28 +0000 2015
NA	1653	neutral	People At This Festival Slept On Hammocks Hanging Hundreds Of Feet Above The Italian Alps Bored Panda http://t.co/jQ28Nf1vJ9 via @boredpanda	Tue Jan 27 19:44:39 +0000 2015
NA	1654	neutral	@UptownNancy @jcraigallen ...Teacher and High School Students Dance to 'Uptown Funk' http://t.co/nYtpLh73Z3	Tue Jan 27 19:19:27 +0000 2015
NA	1655	positive	snowed in. watching 'the interview.' afternoon coffee with baileys. long overdue downtime.  no chips ;)	Tue Jan 27 18:03:30 +0000 2015
NA	1656	negative	haunting, eerie, and incomprehensibly sad. Auschwitz - 70 year anniversary of liberation.    http://t.co/GmHgVu0Vla via @youtube	Tue Jan 27 16:20:48 +0000 2015
NA	1657	negative	when someone who isn't me is more me than i am	Tue Jan 27 12:55:28 +0000 2015
NA	1658	neutral	RT @ThePoke: When You Ask For A Drawing On Your Pizza Box http://t.co/aJQodSXTWM http://t.co/liiOGiA3f4	Tue Jan 27 11:11:56 +0000 2015
NA	1659	neutral	okay, now i want chips	Tue Jan 27 02:12:56 +0000 2015
NA	1660	neutral	RT @impossiblecool: Hanks. #MikePiscitelli http://t.co/WI51p6vi3p	Tue Jan 27 01:33:36 +0000 2015
NA	1661	neutral	@SJENERGY tks for clarifying	Tue Jan 27 01:17:10 +0000 2015
NA	1662	positive	it's a good thing i started 'suits.'  that's all i can say.	Tue Jan 27 01:09:06 +0000 2015
NA	1663	negative	i don't get it??? MT @SJENERGY Due to the approaching storm we've decided to keep the doors of our office closed tomorrowJan27 for customers	Tue Jan 27 01:04:38 +0000 2015
NA	1664	positive	RT @CBCMusic: Here are the top 30 indie songs in Canada this week: http://t.co/7TS5qm1xkd http://t.co/9CstSkDWFl	Tue Jan 27 00:45:59 +0000 2015
NA	1665	negative	twitter is hinting that we stock up on junk food #maritime #winter #storm #necessities	Tue Jan 27 00:44:58 +0000 2015
NA	1666	negative	RT @BostonAccent79: Beware of deception.	Tue Jan 27 00:39:24 +0000 2015
NA	1667	positive	RT @HuffPostArts: Artist transforms nude bodies into mesmerizing living sculptures (NSFW) http://t.co/rerY6iRodi http://t.co/SKXYbWqNjr	Tue Jan 27 00:38:02 +0000 2015
NA	1668	positive	@MarcEnsign ..you were gone? ;)	Mon Jan 26 05:25:55 +0000 2015
NA	1669	neutral	RT @engrossingfacts: Mirrors by Laura Williams Photography! http://t.co/3Y6g8BEWXo	Sun Jan 25 13:53:19 +0000 2015
NA	1670	negative	RT @CBCAlerts: Olympic medallist #TollerCranston has died at 65. His sister says figure skater, who won bronze in 1976, died of apparent he…	Sun Jan 25 02:03:11 +0000 2015
NA	1671	positive	manage your expectations wisely	Sun Jan 25 01:15:49 +0000 2015
NA	1672	positive	really nice to have @shannonmagee @morgankatemagee and @Stroypet under the same roof again! :))	Sat Jan 24 01:32:13 +0000 2015
NA	1673	positive	RT @oldpicsarchive: The liberation of Paris, 1944 http://t.co/UUVbzZpbi9	Fri Jan 23 15:05:24 +0000 2015
NA	1674	neutral	http://t.co/Lhb56j2yCW via @youtube a young bill cosby introduces steely dan.  '70's #tbt	Thu Jan 22 16:54:13 +0000 2015
NA	1675	neutral	@thewrightpage @TJGreaterSJ kitschy	Thu Jan 22 14:16:55 +0000 2015
NA	1676	neutral	father john misty https://t.co/djkD3xs1jN	Thu Jan 22 00:59:20 +0000 2015
NA	1677	positive	this has my brain going in many directions.  interesting. https://t.co/4TedeNhFtn	Thu Jan 22 00:52:38 +0000 2015
NA	1678	neutral	parsley, sage, rosemary, and thyme	Thu Jan 22 00:40:12 +0000 2015
NA	1679	negative	pestering people to go to an event won't make them want to go.	Thu Jan 22 00:35:20 +0000 2015
NA	1680	positive	good stuff! @gridcitymag appreciating local arts.. http://t.co/umnjcZsjvq Matt Carter, great interview @cbcradio	Wed Jan 21 22:02:37 +0000 2015
NA	1681	negative	this is important. '...that is not love. that is posession.' http://t.co/6A5nhI5KgM	Wed Jan 21 15:20:15 +0000 2015
NA	1682	negative	'think about how many times i have fallen' csny	Wed Jan 21 02:04:18 +0000 2015
NA	1683	positive	good to know..hoping they are on the cdn site: 18 Best Movies On Netflix You Haven't Yet Seen | A Good Movie to Watch http://t.co/RDpPujRZxA	Tue Jan 20 21:11:38 +0000 2015
NA	1684	positive	@GEPerky welcome to twitter! 😉	Tue Jan 20 13:11:10 +0000 2015
NA	1685	negative	'Greatness is best measured by how well one responds to the happenings in life that appear to be totally unfair, unreasonable, undeserved'	Tue Jan 20 03:14:26 +0000 2015
NA	1686	neutral	i'm still drinking my morning coffee	Mon Jan 19 18:52:51 +0000 2015
NA	1687	positive	@MichaelMickD one of those absolutely beautiful grey areas in life.  i do agree with you, just playing devil's advocate ;)	Mon Jan 19 18:52:00 +0000 2015
NA	1688	positive	@MichaelMickD yup, opens a whole new conversation re personal privacy/exploitation. all for the sake of art/pleasure to those who appreciate	Mon Jan 19 18:37:52 +0000 2015
NA	1689	positive	@MichaelMickD you know, if she were a he it might seem even a little creepier. very compelling captures of humanity though. talented lady.	Mon Jan 19 18:16:30 +0000 2015
NA	1690	neutral	vivian has gone viral #vivianmaier	Mon Jan 19 01:50:27 +0000 2015
NA	1691	negative	RT @AlanFrew: A shot I don't feel I have ever seen before #80s #glasstiger #frew http://t.co/2Vvn62XgFi	Sun Jan 18 17:56:40 +0000 2015
NA	1692	positive	Grey Hair Leads the Way for Beauty Trends in 2015 http://t.co/JTv83NtpyP	Sat Jan 17 22:09:15 +0000 2015
NA	1693	neutral	I just used Shazam to discover Sunday Dress by Rae Spoon. http://t.co/QgkFA0H87y	Sat Jan 17 20:28:21 +0000 2015
NA	1694	positive	@NatLuvsBonJovi ..and moms, realize this is most important too	Fri Jan 16 22:18:37 +0000 2015
NA	1695	neutral	some Marysville boys from yesteryear #fredericton http://t.co/GTGAhmCN5D	Fri Jan 16 01:41:21 +0000 2015
NA	1696	positive	wise humans don't poke crazy bears	Fri Jan 16 01:28:46 +0000 2015
NA	1697	positive	@s_ingalls i wish it did :)	Fri Jan 16 01:12:23 +0000 2015
NA	1698	neutral	setting two alarms..i need to double wake up tomorrow morning	Fri Jan 16 01:10:57 +0000 2015
NA	1699	neutral	RT @TargetNews: Target Corporation announces plans to discontinue Canadian operations http://t.co/APNWT9u7gb	Thu Jan 15 14:06:38 +0000 2015
NA	1700	positive	so much better, in my opinion... If Superheroes Were From The Elizabethan Age http://t.co/3qEM1JyA6a via @wordsbydan @buzzfeed	Thu Jan 15 02:16:10 +0000 2015
NA	1701	neutral	RT @ArtPeopleSF: I posted 10 photos on Facebook in the album "World Leaders doing their 'Duty' by Photographer Cristina Guggeri" http://t.c…	Thu Jan 15 00:39:34 +0000 2015
NA	1702	positive	a little respect goes a long way.	Wed Jan 14 23:11:18 +0000 2015
NA	1703	negative	heavy heart for cindy's family again today. tks for the live tweets, @chsjnews. heartbreaking.	Wed Jan 14 20:15:33 +0000 2015
NA	1704	positive	RT @tacopica: Hope you can make it to hear Kait McKinley featuring Ben Morgan. Followed by Jasmine and Jillian Wong, ready to... http://t.c…	Tue Jan 13 13:30:03 +0000 2015
NA	1705	neutral	'I change during the course of a day. I wake and I'm one person, and when I go to sleep I know for certain I'm somebody else.'Bob Dylan	Tue Jan 13 06:48:38 +0000 2015
NA	1706	positive	@TheManateeMag who are you clever people?? ;)	Mon Jan 12 20:21:21 +0000 2015
NA	1707	positive	Looking for some great winter fun? check out Snider Mountain Ranch, near Sussex @discover_SMR WinterWest looks cool! https://t.co/cQlPgRuIsC	Mon Jan 12 19:48:07 +0000 2015
NA	1708	positive	take away the wedding visuals, and i LOVE this! https://t.co/asNBPXGtay @thetrews @serenaryder @MichaelMickD	Mon Jan 12 19:27:07 +0000 2015
NA	1709	positive	RT @MichaelMickD: A little Christmas gift from my lady @tracylee1 of my IG's pretty cool to look back. Great job great… http://t.co/IhSr0PO…	Mon Jan 12 19:01:13 +0000 2015
NA	1710	positive	feeling anxious and excited w my girl @shannonmagee for a certain someone to return to canada tonight! six long months :)) @Stroypet	Mon Jan 12 18:46:54 +0000 2015
NA	1711	positive	haha...you mean, you have a taste for the finer things in life ;)  @morgankatemagee	Mon Jan 12 00:18:31 +0000 2015
NA	1712	negative	i really don't believe that love is a choice, but this is interesting... http://t.co/bAD8Q7DxJ8	Sun Jan 11 23:43:08 +0000 2015
NA	1713	neutral	RT @SeaDogsHockey: .@SeaDogsHockey, @alpinelager mark ten-year relationship with special beer can  http://t.co/4Qr18GBukq	Sun Jan 11 13:47:35 +0000 2015
NA	1714	positive	clever ad by @IKEA, playful mockery of apple. http://t.co/rz5ynvreQy	Sun Jan 11 13:37:37 +0000 2015
NA	1715	positive	I just used Shazam to discover Mercy Street by Elbow. http://t.co/JUZYdwB1Th	Sun Jan 11 03:20:42 +0000 2015
NA	1716	neutral	I just used Shazam to discover Girl Crush by Little Big Town. http://t.co/yej4NPRH0N	Sat Jan 10 18:48:25 +0000 2015
NA	1717	neutral	i'll bet all of the planets either have a purpose or are circumstantial..all pieces of a puzzle beyond human comprehension	Sat Jan 10 16:42:51 +0000 2015
NA	1718	positive	good explanation of all of the elements of fear and the comfort in surrendering to it http://t.co/tjCAGhi9X7	Sat Jan 10 15:34:52 +0000 2015
NA	1719	neutral	RT @ViewSaintJohn: The King Sq. pigeons. Us humans weren't the only ones weathering the storm today. #livelifeuptown #renaissancecity http:…	Sat Jan 10 15:31:23 +0000 2015
NA	1720	positive	@InPursuitTruck i'll have to look that one up! :)	Sat Jan 10 15:26:17 +0000 2015
NA	1721	positive	cozy winter morning = toasty warm.. drinking coffee..eating an english muffin..enjoying the sunny, white winter wonderland view outside	Sat Jan 10 15:10:50 +0000 2015
NA	1722	positive	six song mash up, country style. http://t.co/3qaD8aDeVI kinda cool!	Sat Jan 10 14:51:06 +0000 2015
NA	1723	positive	really cool shot, john! :) RT @jonnyaudio Frosty looking brick buildings on Germain. http://t.co/y72QBJAqIV	Fri Jan 09 13:45:47 +0000 2015
NA	1724	negative	'it's so much darker when a light goes out than it would have been if it had never shone.' js http://t.co/A1jfT3aJJa	Fri Jan 09 03:50:58 +0000 2015
NA	1725	positive	three days of peace and music #Woodstock #1969 http://t.co/AmsKvxuPy4	Fri Jan 09 03:37:19 +0000 2015
NA	1726	neutral	RT @ThatEricAlper: James Franco and Seth Rogen on the set of Freaks and Geeks. http://t.co/glijr2jiKf	Fri Jan 09 03:23:23 +0000 2015
NA	1727	neutral	RT @lecrae: Guess who's back? #LecraeOnFallon http://t.co/wBpYYKkQ2X	Thu Jan 08 22:49:01 +0000 2015
NA	1728	positive	..for the hockey fans https://t.co/yp9B5EUfTF try to remember, this is about sydney crosby, despite the distraction. the end is worth it :)	Thu Jan 08 01:37:08 +0000 2015
NA	1729	positive	I think it's time to take down the 'rhodas xmas craft fair' posters in the pedway! http://t.co/ZBDFmT4P1b	Wed Jan 07 20:45:27 +0000 2015
NA	1730	positive	a daily dose of @jimmyfallon is good for the soul	Wed Jan 07 17:57:32 +0000 2015
NA	1731	neutral	"Follow, follow the sun... http://t.co/SIcCBX524x	Wed Jan 07 16:01:28 +0000 2015
NA	1732	neutral	RT @CBCCommunity: ‘Crazy Indians Brotherhood’ dole kindness to Winnipeg’s homeless http://t.co/bdWm0JkGzO http://t.co/MI7LisxMu2	Wed Jan 07 12:22:41 +0000 2015
NA	1733	neutral	RT @History_Pics: 1940s New York http://t.co/poo4Hzd1gr	Wed Jan 07 04:57:28 +0000 2015
NA	1734	positive	too much of a good thing is rarely too much	Wed Jan 07 04:56:43 +0000 2015
NA	1735	positive	@MichaelMickD haha! thanks for the explanation ;)	Tue Jan 06 23:20:25 +0000 2015
NA	1736	neutral	inexplicable or unexplainable?	Tue Jan 06 23:14:47 +0000 2015
NA	1737	neutral	admittedly, shamefully found this amusing MT @ThePoke Bodyblders Argue How Many Days In A Week http://t.co/bI3x1BStZy http://t.co/t8c9hN0cBE	Tue Jan 06 22:33:08 +0000 2015
NA	1738	positive	RT @hypefortype: Top 10 fonts of 2014 ☞ http://t.co/sCi10YmjpL http://t.co/urE6QdPmed	Tue Jan 06 18:10:19 +0000 2015
NA	1739	neutral	frosty morning view http://t.co/hcWGtxqJFr	Tue Jan 06 15:37:11 +0000 2015
NA	1740	positive	@Lesism looks embryotic. fascinating.	Tue Jan 06 15:35:07 +0000 2015
NA	1741	positive	received 2 printed #instagram posters today from @SocialPS. THANK YOU! totally impressed with the quality and care. well done, friends! :))	Mon Jan 05 23:39:53 +0000 2015
NA	1742	negative	i totally don't understand a facebook 'follow.'	Mon Jan 05 22:40:43 +0000 2015
NA	1743	positive	rich. well done, julia! MT @thewrightpage I investigate Canada's oldest, poshest reading club - based in #SaintJohn http://t.co/yactY7RX4a	Mon Jan 05 19:22:54 +0000 2015
NA	1744	positive	@MichaelMickD well, i don't do 'dunkin donuts'..not quite the same for some inexplicable reason ;)	Sun Jan 04 17:18:37 +0000 2015
NA	1745	positive	some amusing insight into our beloved 'Tim Horton's,) http://t.co/KYLzLlON2m	Sun Jan 04 17:01:14 +0000 2015
NA	1746	positive	RT @DoYouRemember: 20 Greatest Actors of the 70s  http://t.co/lmN3HHx35F	Sun Jan 04 04:49:24 +0000 2015
NA	1747	positive	RT @DoYouRemember: In Our Opinion: The 5 Best Billy Joel Songs  http://t.co/YHXgv5zGgS	Sun Jan 04 03:17:31 +0000 2015
NA	1748	neutral	I just used Shazam to discover Simple Pleasures by Jake Bugg. http://t.co/saNu2ZsB7j	Sat Jan 03 15:36:36 +0000 2015
NA	1749	positive	RT @FlakPhoto: "Find out what you love, and #photograph it." - @HenryHorenstein	Sat Jan 03 00:40:59 +0000 2015
NA	1750	positive	@MichaelMickD right, of course :)	Sat Jan 03 00:37:07 +0000 2015
NA	1751	positive	@MichaelMickD ...and...Bangor, even! :)	Sat Jan 03 00:33:22 +0000 2015
NA	1752	neutral	RT @impossiblecool: Paul McCartney and Mick Jagger on a train at Euston Station waiting for departure to Bangor, August '67. http://t.co/pt…	Sat Jan 03 00:30:25 +0000 2015
NA	1753	positive	amazing!! RT @wyattalawrence: Spent this day peering thru a perfect ice window at the pond. Amazing! http://t.co/gQ453qbsvA	Fri Jan 02 02:23:06 +0000 2015
NA	1754	neutral	Der Kommissar: http://t.co/Dg8Mu8s9cR i was such an 80's white bread girl..memories of my plastic trans radio &amp; summer sunning with baby oil	Thu Jan 01 20:22:53 +0000 2015
NA	1755	neutral	it's funny how new years day comes just in time to make resolutions	Wed Dec 31 01:20:47 +0000 2014
NA	1756	negative	'hello darkness my old friend, i've come to talk to you again..'	Tue Dec 30 05:10:07 +0000 2014
NA	1757	positive	interesting...old school video arcade open in Lancaster mall http://t.co/YWWuOM1yb1	Mon Dec 29 19:52:21 +0000 2014
NA	1758	positive	@xcountry_boy ahhh, thanks scott.  i was wondering if it was just me ;)	Mon Dec 29 03:28:03 +0000 2014
NA	1759	negative	having issues with mobile twitter tonight	Mon Dec 29 03:22:42 +0000 2014
NA	1760	neutral	the long days and cold nights of christmas tree sellers http://t.co/gyQVnYUjXE	Sun Dec 28 14:04:59 +0000 2014
NA	1761	positive	girls night @SJMillRats with @shannonmagee and @morgankatemagee post xmas fun!	Sun Dec 28 00:25:48 +0000 2014
NA	1762	positive	RT @tacopica: If you are not here tonight listening to Adam, we hope you can make it tomorrow to welcome back Lydia Mainville... http://t.c…	Sat Dec 27 18:12:34 +0000 2014
NA	1763	positive	@MichaelMickD we are all missing you!	Thu Dec 25 21:18:16 +0000 2014
NA	1764	neutral	christmas day from fredericton http://t.co/9DGoehmkaF	Thu Dec 25 21:01:00 +0000 2014
NA	1765	positive	merry christmas to one of my fav daughters friends!  xo have fun holidays! @job_burns	Thu Dec 25 17:36:05 +0000 2014
NA	1766	positive	RT @chrisvelan: Merry Christmas, you fine people. I wrote something for you. http://t.co/xirQjkOQCm http://t.co/HB44BwBcb5	Thu Dec 25 05:24:12 +0000 2014
